sep=;
eventid;year;month;day;country;country_txt;region_txt;provstate;city;latitude;longitude;specificity;vicinity;location;summary;crit1;crit2;crit3;doubtterr;multiple;success;suicide;attacktype1;attacktype1_txt;attacktype2;attacktype2_txt;attacktype3;attacktype3_txt;targtype1;targtype1_txt;targsubtype1;targsubtype1_txt;corp1;target1;natlty1;natlty1_txt;targtype2;targtype2_txt;targsubtype2;targsubtype2_txt;corp2;target2;natlty2;natlty2_txt;gname;gsubname;gname2;gsubname2;gname3;gsubname3;motive;guncertain1;individual;nperps;nperpcap;claimed;claimmode;claimmode_txt;claim2;weaptype1_txt;weapsubtype1;weapsubtype1_txt;weaptype2;weaptype2_txt;weapsubtype2;weapsubtype2_txt;weapdetail;nkill;nkillus;nkillter;nwound;nwoundus;nwoundte;property;propextent;propextent_txt;propvalue;propcomment;ishostkid;nhostkid;nhostkidus;nhours;ndays;divert;kidhijcountry;ransom;hostkidoutcome;hostkidoutcome_txt;nreleased;addnotes;scite1;scite2;scite3;dbsource;INT_LOG;INT_IDEO;INT_MISC;INT_ANY;adatforras
SOM19655;2016;4;12;N/A;Somalia;Eastern Africa;Lower Shabelle;Jasiira;1.784;44.5427;N/A;N/A;N/A;"A drone strike of unknown origin (likely US; no other group operating drones in the area) targeted Jasiira Village (2km E of Qoryooley) in the afternoon of 12/04. At the time of writing all information regarding this incident remained sketchy. Local residents, however, reported at least two missiles hit the area. Casualties could not be established. The targets of the strikes were not reported.";N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Unidentified Military Forces;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;0;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Undisclosed Source;N/A;N/A;N/A;N/A;N/A;N/A;N/A;ACLED
SOM19678;2016;4;16;N/A;Somalia;Eastern Africa;Gedo;Ceel Cadde;3.0359;41.8674;N/A;N/A;N/A;"Anti al Shabaab drones (likely US; no other group operating drones in the area) from an unreported origin conducted an air bombardment against al Shaabab military vehicles in Ceel Cadde village (55km SW of Garbaharey town) in the afternoon of 16/04. Community sources indicate that an unknown number of high-ranking al Shabaab officials were injured and/or killed in the air strike operation, and three al Shabaab vehicles were destroyed.";N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Unidentified Military Forces;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;10;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Undisclosed Source;N/A;N/A;N/A;N/A;N/A;N/A;N/A;ACLED
201606100041;2016;6;10;4;Afghanistan;South Asia;Nangarhar;Pachir Agam district;34.077256;70.287017;3;0;N/A;"06/10/2016: An explosives-laden vehicle detonated near an Afghan Border Police (ABP) post in Pachir Agam, Nangarhar, Afghanistan. Following the blast, assailants then attacked the post. At least three people, including one officer and two assailants, were killed and five other, including two officers and three assailants, were injured in the incident. No group claimed responsibility; however, sources attributed the attack to the Taliban.";1;1;1;0;0;1;0;3;Bombing/Explosion;N/A;N/A;N/A;N/A;3;Police;23;Police Patrol (including vehicles and convoys);Afghan Border Police (ABP);Vehicle;4;Afghanistan;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Taliban;N/A;N/A;N/A;N/A;N/A;N/A;0;0;-99;0;0;N/A;N/A;N/A;Explosives;15;Vehicle;13;Unknown;N/A;N/A;N/A;3;0;2;5;0;3;0;N/A;N/A;N/A;N/A;0;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;"""Afghan officials say over 45 Taliban, security forces sustain casualties,"" Afghan Islamic Press, June 11, 2016.";"""Afghanistan: Six Taliban Killed in Nangarhar 'drone Strike'; Three Killed in Bombing, Clash,"" Pajhwok Afghan News, June 11, 2016.";N/A;START Primary Collection;0;0;0;0;GTD
201608040048;2016;8;4;228;Yemen;Middle East & North Africa;Adan;Aden;12.849085;45.037275;1;0;N/A;"08/04/2016: Assailants threw a grenade at a Yemeni Police station in Aden, Adan, Yemen. There were no reported casualties in the blast. This was one of two grenade attacks targeting police stations in Aden on the same day. No group claimed responsibility; however, sources suspected that the incidents were carried out by Al-Qaida in the Arabian Peninsula (AQAP).";1;1;1;0;1;1;0;3;Bombing/Explosion;N/A;N/A;N/A;N/A;3;Police;22;Police Building (headquarters, station, school);Yemeni Police;Police Station;228;Yemen;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Al-Qaida in the Arabian Peninsula (AQAP);N/A;N/A;N/A;N/A;N/A;N/A;1;0;-99;0;0;N/A;N/A;N/A;Explosives;7;Grenade;N/A;N/A;N/A;N/A;N/A;0;0;0;0;0;0;1;4;Unknown;-99;Unspecified property was damaged in this attack.;0;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;"""4 killed in U.S. drone strike at al-Qaida checkpoint in Yemen,"" Xinhua General News Service, August 4, 2016.";N/A;N/A;START Primary Collection;0;1;0;1;GTD
201608040049;2016;8;4;228;Yemen;Middle East & North Africa;Adan;Aden;12.849085;45.037275;1;0;N/A;"08/04/2016: Assailants threw a grenade at a Yemeni Police station in Aden, Adan, Yemen. There were no reported casualties in the blast. This was one of two grenade attacks targeting police stations in Aden on the same day. No group claimed responsibility; however, sources suspected that the incidents were carried out by Al-Qaida in the Arabian Peninsula (AQAP).";1;1;1;0;1;1;0;3;Bombing/Explosion;N/A;N/A;N/A;N/A;3;Police;22;Police Building (headquarters, station, school);Yemeni Police;Police Station;228;Yemen;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Al-Qaida in the Arabian Peninsula (AQAP);N/A;N/A;N/A;N/A;N/A;N/A;1;0;-99;0;0;N/A;N/A;N/A;Explosives;7;Grenade;N/A;N/A;N/A;N/A;N/A;0;0;0;0;0;0;1;4;Unknown;-99;Unspecified property was damaged in this attack.;0;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;"""4 killed in U.S. drone strike at al-Qaida checkpoint in Yemen,"" Xinhua General News Service, August 4, 2016.";N/A;N/A;START Primary Collection;0;1;0;1;GTD
LBY5355;2016;8;11;N/A;Libya;Northern Africa;East;Ganfouda;32.029;20.0162;N/A;N/A;N/A;Two foreign workers were killed and another wounded in a drone strike on their residence in Ganfouda late on 11 August.;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Unidentified Military Forces;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;2;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Libya Observer;N/A;N/A;N/A;N/A;N/A;N/A;N/A;ACLED
201609050038;2016;9;5;228;Yemen;Middle East & North Africa;Marib;Marib;15.45639;45.324871;1;0;N/A;09/05/2016: An explosive device detonated at a military camp in Marib, Yemen. At least 20 soldiers were killed and an unknown number of soldiers were injured in the blast. Huthi extremists claimed responsibility for the incident.;1;1;0;1;0;1;0;3;Bombing/Explosion;N/A;N/A;N/A;N/A;4;Military;27;Military Barracks/Base/Headquarters/Checkpost;Yemeni Army;Camp;228;Yemen;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Houthi extremists (Ansar Allah);N/A;N/A;N/A;N/A;N/A;N/A;0;0;-99;0;1;7;Posted to website, blog, etc.;N/A;Explosives;16;Unknown Explosive Type;N/A;N/A;N/A;N/A;N/A;20;0;0;N/A;0;0;1;3;Minor (likely < $1 million);-99;Unspecified military property was damaged in this attack.;0;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;"""Blast kills 20 Yemeni government troops, six Qaeda militants dies in drone hit,"" Reuters India, September 6, 2016.";"""Yemen: Security Roundup 2000 GMT 6 September 2016,"" Summary, September 6, 2016.";"""20 Yemeni troops killed in blast,"" NewsReality.com, September 5, 2016.";START Primary Collection;0;0;0;0;GTD
201610010051;2016;10;1;95;Iraq;Middle East & North Africa;Unknown;Unknown;N/A;N/A;5;0;N/A;10/01/2016: Security forces identified and shot down an explosives-laden drone in an unspecified location in Iraq. There were no casualties, as the explosive device did not detonate. No group claimed responsibility, however sources attributed the attack to the Islamic State of Iraq and the Levant (ISIL).;1;1;1;0;0;0;0;3;Bombing/Explosion;N/A;N/A;N/A;N/A;20;Unknown;N/A;N/A;Unknown;Unknown;95;Iraq;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Islamic State of Iraq and the Levant (ISIL);N/A;N/A;N/A;N/A;N/A;N/A;0;0;-99;0;0;N/A;N/A;N/A;Explosives;12;Remote Trigger;N/A;N/A;N/A;N/A;A remote-controlled explosives-laden drone was used in the attack.;0;0;0;0;0;0;0;N/A;N/A;N/A;N/A;0;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;"""Pentagon Confronts a New Threat From ISIS: Exploding drones,"" New York Times, October 12, 2016.";"""Pentagon: ISIS arming small drones with explosives,"" UPI, October 12, 2016.";N/A;START Primary Collection;0;1;0;1;GTD
201610010052;2016;10;1;95;Iraq;Middle East & North Africa;Unknown;Unknown;N/A;N/A;5;0;N/A;"10/01/2016: Assailants using a drone armed with an explosive attacked a military checkpoint in an unspecified location in Iraq. There were no reported casualties, though buildings were destroyed in the blast. No group claimed responsibility for the incident; however, sources attributed the attack to the Islamic State of Iraq and the Levant (ISIL).";1;1;0;1;0;1;0;3;Bombing/Explosion;N/A;N/A;N/A;N/A;4;Military;36;Military Checkpoint;Iraqi Armed Forces;Checkpoint;95;Iraq;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Islamic State of Iraq and the Levant (ISIL);N/A;N/A;N/A;N/A;N/A;N/A;0;0;-99;0;0;N/A;N/A;N/A;Explosives;12;Remote Trigger;N/A;N/A;N/A;N/A;A remote-controlled explosives-laden drone was used in the attack.;0;0;0;0;0;0;1;3;Minor (likely < $1 million);-99;Buildings were damaged in this attack.;0;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;"""Pentagon Confronts a New Threat From ISIS: Exploding drones,"" New York Times, October 12, 2016.";"""Pentagon: ISIS arming small drones with explosives,"" UPI, October 12, 2016.";N/A;START Primary Collection;0;1;0;1;GTD
201610020030;2016;10;2;95;Iraq;Middle East & North Africa;Dihok;Dihok;36.860814;42.976458;1;1;N/A;"10/02/2016: An explosives-rigged drone crashed near Dihok city, Dihok governorate, Iraq. The device detonated when security force attempted to move it, killing two peshmerga members and injuring two French soldiers. No group claimed responsibility for the incident; however, sources attributed the attack to the Islamic State of Iraq and the Levant (ISIL).";1;1;0;1;0;1;0;3;Bombing/Explosion;N/A;N/A;N/A;N/A;4;Military;34;Military Personnel (soldiers, troops, officers, forces);Peshmerga;Members;95;Iraq;4;Military;34;Military Personnel (soldiers, troops, officers, forces);French Armed Forces;Soldiers;69;France;Islamic State of Iraq and the Levant (ISIL);N/A;N/A;N/A;N/A;N/A;N/A;0;0;-99;0;0;N/A;N/A;N/A;Explosives;12;Remote Trigger;N/A;N/A;N/A;N/A;A remote-controlled explosives-laden drone carrying C4 explosive material was used in the attack.;2;0;0;2;0;0;0;N/A;N/A;N/A;N/A;0;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;"""Pentagon Confronts a New Threat From ISIS: Exploding drones,"" New York Times, October 12, 2016.";"""'Booby-trapped' ISIL drone in deadly Iraq attack,"" Al Jazeera, October 12, 2016.";"""Isis drone rigged with explosives kills fighters in Iraq and injures French Special Forces,"" International Business Times UK, October 12, 2016.";START Primary Collection;0;1;1;1;GTD
SOM20887;2016;10;2;N/A;Somalia;Eastern Africa;Lower Shabelle;Godaan;1.9736;44.9923;N/A;N/A;N/A;"An unidentified drone (likely US; no other group operating drones in the area) dropped eight rockets on an AS base located at Godaan village (22km SW of Afgooye) in the afternoon of 02/10. Casualties cannot be confirmed. Perpetrators not known or reported.";N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Unidentified Military Forces;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;0;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Undisclosed Source;N/A;N/A;N/A;N/A;N/A;N/A;N/A;ACLED
201610030028;2016;10;3;4;Afghanistan;South Asia;Helmand;Nawa-i-Barakzayi district;31.387285;64.306967;3;0;N/A;10/03/2016: Assailants, including a suicide bomber in an explosives-laden vehicle, attacked a police headquarters in Nawa-i-Barakzayi, Helmand, Afghanistan. In addition to the suicide bomber, at least 10 police officers, including a police chief, were killed and 20 officers were wounded in the attack. The Taliban claimed responsibility for the incident.;1;1;1;0;0;1;1;3;Bombing/Explosion;2;Armed Assault;N/A;N/A;3;Police;22;Police Building (headquarters, station, school);Afghan Police;Headquarters;4;Afghanistan;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Taliban;N/A;N/A;N/A;N/A;N/A;N/A;0;0;-99;0;1;6;Video;N/A;Explosives;15;Vehicle;5;Firearms;5;Unknown Gun Type;An explosives-laden military Humvee and firearms were used in the attack.;11;0;1;20;0;0;1;4;Unknown;-99;A police headquarters was damaged in this attack.;0;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;"""Afghan Taliban release drone footage of suicide attack,"" Pakistan Today, October 23, 2016.";"""Taliban launch coordinated attack on Afghan city of Kunduz,"" Washington Post, October 3, 2016.";"""Nawa district still under government control: Officials,"" Pajhwok Afghan News English, October 3, 2016.";START Primary Collection;0;0;0;0;GTD
201610090019;2016;10;9;95;Iraq;Middle East & North Africa;Nineveh;Mosul;36.354146;43.143571;1;1;The incident occurred near Mosul.;"10/09/2016: Assailants fired projectiles and deployed an explosives-laden drone at the Gedu military base near Mosul, Nineveh, Iraq. There were no reported casualties in the attack. No group claimed responsibility; however, sources attributed the incident to the Islamic State of Iraq and the Levant (ISIL).";1;1;0;1;0;1;0;3;Bombing/Explosion;N/A;N/A;N/A;N/A;4;Military;27;Military Barracks/Base/Headquarters/Checkpost;Turkish Armed Forces (TSK);Gedu Base;209;Turkey;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Islamic State of Iraq and the Levant (ISIL);N/A;N/A;N/A;N/A;N/A;N/A;0;0;-99;0;0;N/A;N/A;N/A;Explosives;11;Projectile (rockets, mortars, RPGs, etc.);6;Explosives;12;Remote Trigger;Artillery and a remote-controlled explosives-laden drone were used in the attack.;0;0;0;0;0;0;-9;N/A;N/A;N/A;N/A;0;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;"""ISIL attacks base nearby  Bashiqa camp in Iraq,"" Turkish Daily, October 9, 2016.";"""Daish attacks Turkish troops near in camp near Bashiqa, no casualties,"" Enews.Shafaqna.com, October 9, 2016.";N/A;START Primary Collection;0;1;1;1;GTD
201610090039;2016;10;9;123;Mali;Sub-Saharan Africa;Kidal;Abeibara;19.107615;1.748384;1;0;N/A;10/09/2016: An explosive device detonated targeting French military personnel in Abeibara, Kidal, Mali. Six soldiers were injured in the blast. No group claimed responsibility for the incident.;1;1;0;1;0;1;0;3;Bombing/Explosion;N/A;N/A;N/A;N/A;4;Military;34;Military Personnel (soldiers, troops, officers, forces);French Armed Forces;Personnel;69;France;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Unknown;N/A;N/A;N/A;N/A;N/A;N/A;0;0;-99;0;0;N/A;N/A;N/A;Explosives;16;Unknown Explosive Type;N/A;N/A;N/A;N/A;N/A;0;0;0;6;0;0;1;4;Unknown;-99;Two military vehicles were damaged in this attack.;0;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;"""Iraq - France - French soldier fighting for life after IS drone attack in Iraq,"" RFI (English), October 13, 2016.";"""Six French soldiers injured in northern Mali blast,"" Maliactu, October 10, 2016.";N/A;START Primary Collection;-9;-9;1;1;GTD
IRQ12056;2016;10;11;N/A;Iraq;Middle East;Ninewa;Mosul;36.335;43.1189;N/A;N/A;N/A;On 11 October 2016, an IS booby-trapped drone killed two Peshmerga forces and seriously injured two French commando soldiers, also injuring other french soldiers lightly near Mosul city.;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Islamic State in Iraq and the Levant (ISIL);N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;2;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;"Al Jazeera; Anadolu Agency; Liveuamap; Twitter";N/A;N/A;N/A;N/A;N/A;N/A;N/A;ACLED
IRQ12059;2016;10;11;N/A;Iraq;Middle East;Ninewa;Shikhan;36.696;43.352;N/A;N/A;N/A;On 11 October 2016, an IS drone fell near the Zhelkan camp of the PMF and Turkish forces within the Sheikhan district north of Mosul.;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Islamic State in Iraq and the Levant (ISIL);N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;0;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;National Iraqi News Agency;N/A;N/A;N/A;N/A;N/A;N/A;N/A;ACLED
201610120045;2016;10;12;200;Syria;Middle East & North Africa;Hamah;Rasha;35.270833;36.293419;1;0;N/A;10/12/2016: Assailants fired mortars that landed and detonated in Rasha, Hamah, Syria. There were an unknown number of casualties in the attack. The Free Syrian Army claimed responsibility for the incident.;1;1;1;0;0;1;0;3;Bombing/Explosion;N/A;N/A;N/A;N/A;14;Private Citizens & Property;67;Unnamed Civilian/Unspecified;Not Applicable;Civilians;200;Syria;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Free Syrian Army;1st Coastal Brigade;N/A;N/A;N/A;N/A;N/A;0;0;-99;0;1;6;Video;N/A;Explosives;11;Projectile (rockets, mortars, RPGs, etc.);6;Explosives;12;Remote Trigger;Several 120-mm mortars and a remote-controlled explosives-laden drone were used in the attack.;N/A;0;N/A;N/A;0;N/A;-9;N/A;N/A;N/A;N/A;0;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;"""Some 46 attacks of armed opposition groups seen in Syria in past 24 hours,"" Interfax, October 12, 2016.";"""Syria: Alleged Cease-Fire Violations by Regime, Allies; Anti-Regime Hostilities 12 October 2016,"" Summary, October 12, 2016.";N/A;START Primary Collection;0;0;0;0;GTD
201611020027;2016;11;2;95;Iraq;Middle East & North Africa;Nineveh;Mosul;36.354146;43.143571;1;0;N/A;"11/02/2016: Security forces discovered and destroyed two explosives-laden drones in Mosul, Nineveh, Iraq. No group claimed responsibility for the incident; however, sources attributed the attack to the Islamic State of Iraq and the Levant (ISIL).";1;1;1;0;0;0;0;3;Bombing/Explosion;N/A;N/A;N/A;N/A;14;Private Citizens & Property;75;Village/City/Town/Suburb;Mosul City;City;95;Iraq;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Islamic State of Iraq and the Levant (ISIL);N/A;N/A;N/A;N/A;N/A;N/A;0;0;-99;0;0;N/A;N/A;N/A;Explosives;12;Remote Trigger;N/A;N/A;N/A;N/A;Two remote-controlled explosives-laden drones were used in the attack.;0;0;0;0;0;0;0;N/A;N/A;N/A;N/A;0;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;"""The Latest: UN: 22,000 Iraqis displaced by Mosul fight,"" Associated Press, November 3, 2016.";"""More than 5,000 people removed from Mosul, Iraqi military says,"" CBC, November 3, 2016.";"""Islamic State deploy 'flying bombs' in Mosul,"" Sky News, November 3, 2016.";START Primary Collection;0;1;0;1;GTD
SOM21234;2016;11;15;N/A;Somalia;Eastern Africa;Lower Shabelle;Laantabuur;2.0537;45.0548;N/A;N/A;N/A;"Unidentified drones (likely US; no other group operating drones in the area) bombed suspected AS camps in God- Kabash area, South of Laanta Buur village (11km SW of Afgooye) in the afternoon of 15/11. Locals from Laanta Buur village report that they heard about 18 strikes. The number of casualties could not be established.";N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Unidentified Military Forces;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;0;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Undisclosed Source;N/A;N/A;N/A;N/A;N/A;N/A;N/A;ACLED
201612190014;2016;12;19;138;Myanmar;Southeast Asia;Kachin;Waimaw;25.351105;97.43509;1;0;N/A;"12/19/2016: Security forces discovered and destroyed two explosives-laden drones in Waimaw, Kachin, Myanmar. No group claimed responsibility for the incident; however, sources attributed the attack to the Kachin Independence Army (KIA).";1;1;1;0;0;0;0;3;Bombing/Explosion;N/A;N/A;N/A;N/A;20;Unknown;N/A;N/A;Unknown;Unknown;138;Myanmar;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Kachin Independence Army (KIA);N/A;N/A;N/A;N/A;N/A;N/A;0;0;-99;0;0;N/A;N/A;N/A;Explosives;28;Dynamite/TNT;N/A;N/A;N/A;N/A;Two remote-controlled explosives-laden drones containing TNT were used in the attack.;0;0;0;0;0;0;0;N/A;N/A;N/A;N/A;0;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;"""Burma: Myanmar gov&#039;t forces bring down armed group&#039;s aerial vehicles,"" Mizzima, December 22, 2016.";N/A;N/A;START Primary Collection;0;0;0;0;GTD
SYR68;2017;1;3;N/A;Syria;Middle East;Ar Raqqa;Ar-Raqqa;35.9428;39.0519;N/A;N/A;N/A;A drone bombarded a school's area in Raqqa city and no reports of losses.;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Unidentified Military Forces;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;0;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;SOHR;N/A;N/A;N/A;N/A;N/A;N/A;N/A;ACLED
SYR331;2017;1;9;N/A;Syria;Middle East;Aleppo;Qabasin;36.4337;37.5663;N/A;N/A;N/A;The Islamic State launched a drone from Al Bab city, targeting Syrian Democratic Front rebel groups participating in the 'Madness of al-Furat' operation near the 23rd Battalion near Qabasin. Reports indicate that around 30 QSD fighters were injured.;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Islamic State in Iraq and the Levant (ISIL);N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;0;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;SOHR;N/A;N/A;N/A;N/A;N/A;N/A;N/A;ACLED
IRQ269;2017;1;16;N/A;Iraq;Middle East;Ninewa;Mosul;36.335;43.1189;N/A;N/A;N/A;On Jan 16th, a reporter and his accompanying cameraman were injured as the result of an IS militant drone which dropped explosives in the area they were covering military advances in eastern Mosul.;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Islamic State in Iraq and the Levant (ISIL);N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;0;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Basnews;N/A;N/A;N/A;N/A;N/A;N/A;N/A;ACLED
SYR805;2017;1;16;N/A;Syria;Middle East;Ar Raqqa;Al Tabqa;35.8302;38.54;N/A;N/A;N/A;An unidentified drone allegedly targeted areas in Al-Tabqa. Some losses were reported. Unknown fatalities coded as 10.;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Unidentified Military Forces;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;10;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;SOHR;N/A;N/A;N/A;N/A;N/A;N/A;N/A;ACLED
